IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2002,false,,,,,,,,,,,,,326,,,296,,364,326 [296 – 364],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2002,false,,,,,,,,,,,,,328,,,314,,351,328 [314 – 351],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2002,false,,,,,,,,,,,,,69,,,65,,75,69 [65 – 75],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2002,false,,,,,,,,,,,,,71,,,69,,74,71 [69 – 74],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2002,false,,,,,,,,,,,,,822,,,769,,900,822 [769 – 900],,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2002,false,,,,,,,,,,,,,11000,,,11000,,12000,"11,000 [11,000 – 12,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2002,false,,,,,,,,,,,,,129000,,,117000,,144000,"129,000 [117,000 – 144,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2002,false,,,,,,,,,,,,,17000,,,16000,,18000,"17,000 [16,000 – 18,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2002,false,,,,,,,,,,,,,2600,,,2400,,2800,"2,600 [2,400 – 2,800]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2002,false,,,,,,,,,,,,,230000,,,215000,,252000,"230,000 [215,000 – 252,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2002,false,,,,,,,,,,,,,435000,,,416000,,465000,"435,000 [416,000 – 465,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2002,false,,,,,,,,,,,,,45000,,,39000,,53000,"45,000 [39,000 – 53,000]",,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2001,false,,,,,,,,,,,,,26,,,25,,28,26 [25 – 28],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2001,false,,,,,,,,,,,,,319,,,278,,378,319 [278 – 378],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2001,false,,,,,,,,,,,,,335,,,320,,359,335 [320 – 359],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2001,false,,,,,,,,,,,,,341,,,309,,382,341 [309 – 382],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2001,false,,,,,,,,,,,,,72,,,68,,78,72 [68 – 78],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2001,false,,,,,,,,,,,,,72,,,70,,74,72 [70 – 74],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2001,false,,,,,,,,,,,,,837,,,781,,918,837 [781 – 918],,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2001,false,,,,,,,,,,,,,11000,,,11000,,12000,"11,000 [11,000 – 12,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2001,false,,,,,,,,,,,,,135000,,,123000,,151000,"135,000 [123,000 – 151,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2001,false,,,,,,,,,,,,,18000,,,17000,,19000,"18,000 [17,000 – 19,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2001,false,,,,,,,,,,,,,2700,,,2500,,2900,"2,700 [2,500 – 2,900]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2001,false,,,,,,,,,,,,,229000,,,214000,,252000,"229,000 [214,000 – 252,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2001,false,,,,,,,,,,,,,443000,,,424000,,474000,"443,000 [424,000 – 474,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2001,false,,,,,,,,,,,,,47000,,,41000,,55000,"47,000 [41,000 – 55,000]",,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2000,false,,,,,,,,,,,,,27,,,25,,29,27 [25 – 29],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2000,false,,,,,,,,,,,,,330,,,286,,392,330 [286 – 392],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2000,false,,,,,,,,,,,,,342,,,327,,368,342 [327 – 368],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2000,false,,,,,,,,,,,,,355,,,321,,398,355 [321 – 398],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2000,false,,,,,,,,,,,,,73,,,71,,76,73 [71 – 76],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2000,false,,,,,,,,,,,,,75,,,71,,82,75 [71 – 82],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2000,false,,,,,,,,,,,,,857,,,798,,943,857 [798 – 943],,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2000,false,,,,,,,,,,,,,12000,,,11000,,12000,"12,000 [11,000 – 12,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2000,false,,,,,,,,,,,,,141000,,,127000,,158000,"141,000 [127,000 – 158,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2000,false,,,,,,,,,,,,,19000,,,17000,,20000,"19,000 [17,000 – 20,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2000,false,,,,,,,,,,,,,2800,,,2600,,3000,"2,800 [2,600 – 3,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2000,false,,,,,,,,,,,,,230000,,,214000,,253000,"230,000 [214,000 – 253,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2000,false,,,,,,,,,,,,,451000,,,431000,,485000,"451,000 [431,000 – 485,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2000,false,,,,,,,,,,,,,48000,,,41000,,57000,"48,000 [41,000 – 57,000]",,,EN,2019-12-13T00:00:00.000Z
